id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q105,codeqa,How,def dinitz G s t capacity 'capacity' residual None value only False cutoff None R dinitz impl G s t capacity residual cutoff R graph['algorithm'] 'dinitz'return R,How does the code find a maximum single - commodity flow ?,using dinitz algorithm,"def find_max_commodity_flow ( self, capacity, residual, cutoff, graph, dinitz ) : return max ( dinitz. find_max_commodity_flow ( self, capacity, residual, cutoff, graph, dinitz, reverse = True ), dinitz. find_max_commodity_flow ( self, capacity, residual, cutoff, graph, dinitz, reverse = False ) )",1,2,5,3
q106,codeqa,How,def get Geometry Output By Loop Function manipulation Function side Loop xml Element side Loop rotate xml Element side Loop loop euclidean get Loop Without Close Sequential Points side Loop close side Loop loop return get Unpacked Loops manipulation Function side Loop close side Loop loop '' side Loop side Length xml Element,How does the code get geometry output ?,by side loop,def get_geometry_by_loop_function_manipulation_function_side_loop_xml_element_side_loop_rotate_xml_element_side_loop_loop_close_side_loop_loop_close_side_loop_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side_loop_close_side,1,1,1,1
q107,codeqa,How,def salt key import salt cli keytry client salt cli key Salt Key install signal handlers client client run except Exception as err sys stderr write ' Error {0 }\n' format err,How does the code manage the authentication keys ?,with salt - key,"def salt_key ( self, keytry, client, key ) : return self. _salt_key. salt ( keytry, client, key )",1,1,1,1
q108,codeqa,How,@not implemented for 'directed' @not implemented for 'multigraph' def ra index soundarajan hopcroft G ebunch None community 'community' def predict u v Cu community G u community Cv community G v community if Cu Cv return 0cnbors nx common neighbors G u v return sum 1 / G degree w for w in cnbors if community G w community Cu return apply prediction G predict ebunch,How does the code compute the resource allocation index of all node pairs in ebunch ?,using community information,"def ra_index ( self, soundarajan, hopcroft, G, u, v, Cu, community, cnbors, nx, common_neighbors, degree, w ) : return sum 1 / G ( degree ( w ) for w in common_neighbors if community ( w, u ) == community ( w, v ) )",5,5,5,5
q109,codeqa,How,def hit filenames method *args **kwargs try medium method *args **kwargs assert medium existsexcept Value Error return Falseexcept print ' Errorwhileprocessing' method args kwargs raisetry filenames remove medium path except Key Error passreturn True,How does the code run the given accessor method ?,with args & kwargs,"def hit_filenames ( self, *args, **kwargs ) : return True
Question: Does the code raise an exception if the method is called with invalid arguments?
Answer: No",1,1,5,1
q110,codeqa,How,def serialize inventories inventories generation inventories by class {inventory resource class inventory for inventory in inventories}inventories dict {}for resource class inventory in inventories by class items inventories dict[resource class] serialize inventory inventory generation None return {'resource provider generation' generation 'inventories' inventories dict},How does the code turn a list of inventories in a dict ?,by resource class,"def serialize_inventories(inventories, generation, dict): 
    for resource_class, items in inventories.items(): 
        dict[resource_class] = serialize_inventories(items, generation, dict) 
    return dict 
Question: How does the code recursively serialize the inventories into a dictionary?",1,2,5,3
q111,codeqa,How,"def query yes no question default 'yes' valid {'yes' True 'y' True 'ye' True 'no' False 'n' False}if default is None prompt '[y/n]'elif default 'yes' prompt '[Y/n]'elif default 'no' prompt '[y/N]'else raise Value Error ""invaliddefaultanswer '%s'"" % default while True sys stdout write question + prompt choice raw input lower if default is not None and choice '' return valid[default]elif choice in valid return valid[choice]else sys stdout write "" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),"def query_yes_no ( self, default = 'yes' ) : return input ( default ) in valid
Question: Does the code ask a yes/no question?
Answer: Yes",1,2,5,3
q112,codeqa,How,def mad std data axis None return median absolute deviation data axis axis * 1 482602218505602,How does the code calculate a robust standard deviation ?,using the median absolute deviation < URL,"def mad_std_dev(data, axis=None, return_mean=False, return_std=False, return_median=False, return_min=False, return_max=False, return_percentiles=False, return_std_deviation=False, return_std_deviation_axis=None) : 
    if axis is None:
        return return_std_deviation
    elif return_std_deviation_axis is None:
        return return_std_deviation
    elif return_std_deviation is None:
        return return_std_deviation_axis
    elif return_std_deviation_axis == 1:
        return abs((data - data.mean()) / data.std())
    elif return_std_deviation_axis ==",1,1,1,1
q113,codeqa,How,def get Packed Geometry Output By Loop element Node side Loop side Loop rotate element Node return get Geometry Output By Manipulation element Node side Loop,How does the code get packed geometry output ?,by side loop,"def get_packed_geometry_output_by_loop(element, side, loop_side, loop, rotation) : return get_geometry_output_by_manipulation(element, side, loop_side, loop, rotation)
Question: How does the code get packed geometry output?
Answer: by manipulating the geometry of the element",4,3,5,5
q114,codeqa,How,def revoke cert project id file name try utils execute 'openssl' 'ca' '-config' ' /openssl cnf' '-revoke' file name cwd ca folder project id utils execute 'openssl' 'ca' '-gencrl' '-config' ' /openssl cnf' '-out' CONF crypto crl file cwd ca folder project id except OS Error raise exception Project Not Found project id project id except processutils Process Execution Error raise exception Revoke Cert Failure project id project id,How does the code revoke a cert ?,by file name,"def revoke_cert ( self, project_id, file_name ) : return self. _certs. revoke ( file_name, project_id, cwd, ca_folder, execute_utils. execute ( 'openssl', 'ca', '-revoke', file_name, cwd, ca_folder, project_id, execute_utils. execute ( 'openssl', 'ca', '-gencrl', '-config', '/openssl.cnf', '-out', CONF, project_id, execute_utils. execute ( 'openssl', 'ca', '-gencrl', '-config', '/openssl.cnf'",1,1,1,1
q115,codeqa,How,"def query yes no question default 'yes' valid {'yes' 'yes' 'y' 'yes' 'ye' 'yes' 'no' 'no' 'n' 'no'}if default is None prompt '[y/n]'elif default 'yes' prompt '[Y/n]'elif default 'no' prompt '[y/N]'else raise Value Error ""invaliddefaultanswer '%s'"" % default while 1 sys stdout write question + prompt choice raw input lower if default is not None and choice '' return defaultelif choice in valid keys return valid[choice]else sys stdout write "" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),"def query_yes_no(question, default='yes'):
    if default is None:
        prompt = '[y/n]'
    elif default == 'yes':
        prompt = '[Y/n]'
    elif default == 'no':
        prompt = '[y/N]'
    else:
        raise ValueError(""invaliddefaultanswer '%s'"" % default)
    while True:
        choice = input(question + prompt).lower()
        if choice in valid:
            return valid[choice]
        else:
            sys.stdout.write(""Please respond with 'yes' or 'no' or 'y' or 'n'\n"")",4,3,5,3
q116,codeqa,How,def apt get install args sudo False return from args sudo ['apt-get' '-y' 'install'] + args,How does the code install a package ?,with apt - get,"def apt_get_install(args, sudo=False) : return [ 'apt-get', '-y', 'install', *args]
Question: How does the code install a package?",5,5,5,5
q117,codeqa,How,def formset initial value extractor request parameter names def intial value extractor request if not submitted return []data []for param in submitted i 0for val in request POST getlist param if len data i data append {} data[i][param] vali + 1for kwargs in data for recurrent in recurring kwargs[recurrent] request POST get recurrent initial data datareturn {'initial' initial data}return intial value extractor,How should formsets use a list of data ?,by extending some fields to every object,def formset initial value extractor request parameter names def intial value extractor request if not submitted return []data []for param in submitted i 0for val in request POST getlist param if len data i data append {} data[i][param] vali + 1for kwargs in data for recurrent in recurring kwargs[recurrent] request POST get recurrent initial data datareturn {'initial' initial data}return intial value extractor,1,1,1,1
q118,codeqa,How,def new command client args task key add task client args description print ' Task{}added ' format task key id,How does the code add a task ?,with description < description >,"def new ( self, client, task, key, args, description ) : 
    print ('Task{}added '.format ( task. key ) )",2,2,3,3
q119,codeqa,How,def get Vector 3 By Float List float List vector 3 if len float List > 0 vector 3 get Vector 3 If None vector 3 vector 3 x euclidean get Float From Value float List[ 0 ] if len float List > 1 vector 3 get Vector 3 If None vector 3 vector 3 y euclidean get Float From Value float List[ 1 ] if len float List > 2 vector 3 get Vector 3 If None vector 3 vector 3 z euclidean get Float From Value float List[ 2 ] return vector 3,How does the code get vector3 ?,by float list,"def get_vector3 ( self, vector3, vector4, vector5, vector6 ) : return vector3 + vector4 * vector5 + vector6",1,1,1,1
q120,codeqa,How,def bootstrap import osimport imphere os path join os path dirname file imp load source name os path join here 'noname wrapped not py',How does the code import ?,in noname_wrapped,"def bootstrap ( self, path ) : return os. path. join ( path, 'noname', 'wrapped', 'not', 'py' )",1,2,5,3
q121,codeqa,Where,def get volume group info vg out err execute 'vgs' '--noheadings' '--nosuffix' '--separator' ' ' '--units' 'b' '-o' 'vg size vg free' vg run as root True info out split ' ' if len info 2 raise Runtime Error 'vg%smustbe LV Mvolumegroup' % vg return {'total' int info[ 0 ] 'free' int info[ 1 ] 'used' int info[ 0 ] - int info[ 1 ] },Where do for a volume group return ?,in bytes,def get_volume_group_info ( self ) : return {'total' int self. info [ 0 ] 'free' int self. info [ 1 ] 'used' int self. info [ 0 ] - int self. info [ 1 ]},1,2,3,2
q122,codeqa,Where,def test from spyder utils qthelpers import qapplicationapp qapplication widget Find In Files Widget None widget resize 640 480 widget show sys exit app exec,Where does the code run find ?,in files widget test,"def find_widget ( self ) : return self. _widget
Question: What does the code return?
Answer: the widget",1,2,5,3
q123,codeqa,Where,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineexcept Import Error passelse server software os environ get SERVER SOFTWARE '' if server software startswith ' Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith ' Development/' SETTINGS env name 'GAE LOCAL'return Truereturn False,Where is the code running ?,in the app engine environment,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineexcept Import Error passelse server software os environ get SERVER SOFTWARE '' if server software startswith'Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith'Development/' SETTINGS env name 'GAE LOCAL'return False,1,1,1,1
q124,codeqa,Where,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineserver software os environ get 'SERVER SOFTWARE' '' if server software startswith ' Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith ' Development/' SETTINGS env name 'GAE LOCAL'return Trueexcept Import Error passreturn False,Where is the code running ?,in the app engine environment,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineserver software os environ get 'SERVER SOFTWARE' '' if server software startswith'Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith'Development/' SETTINGS env name 'GAE LOCAL'return Trueexcept Import Error passreturn False,1,1,1,1
q125,codeqa,Where,@receiver project import def handle project import sender **kwargs project senderrequest kwargs get 'request' attach webhook project project request request,Where does the code add post - commit hook ?,on project import,"def on_push ( event ) : 
    if event. type == 'push' : 
        project. request. attach ( event. payload )",1,2,5,3
q126,codeqa,Where,@contextmanagerdef warnings state module global warningregistry for to clear in sys warning tests try to clear warningregistry clear except Attribute Error passtry warningregistry clear except Name Error passoriginal warnings warning tests warningsoriginal filters module filterstry module filters original filters[ ]module simplefilter 'once' warning tests warnings module yield finally warning tests warnings original warningsmodule filters original filters,Where does the code use a specific warnings implementation ?,in warning_tests,filters,3,2,5,3
q127,codeqa,Where,def make multithread inner func numthreads def func mt *args length len args[ 0 ] result np empty length dtype np float 64 args result + args chunklen length + numthreads - 1 // numthreads chunks [[arg[ i * chunklen i + 1 * chunklen ] for arg in args] for i in range numthreads ]threads [threading Thread target inner func args chunk for chunk in chunks]for thread in threads thread start for thread in threads thread join return resultreturn func mt,Where does the code run the given function ?,inside * numthreads * threads,"def make_multithreaded_function ( func, *args, length, dtype, chunklen, numthreads, chunks ) : return func ( * chunks, *args )",1,1,1,1
q128,codeqa,Where,def write html report results dir report path None encoding 'utf 8 ' default report path os path join results dir 'job report html' if report path is None report path default report pathrelative links Trueif report path default report path relative links Falserendered html generate html report results dir relative links report dir os path dirname report path if not os path isdir report dir raise Invalid Output Dir Error report dir html result open report path 'w' html result write rendered html encode encoding html result close logging info ' Reportsuccessfullygeneratedat%s' report path,Where does the code write an html file ?,at report_path,"def write_html_report ( self, report_path = None, encoding = 'utf-8', default_report_path = 'job report html', relative_links = True, render = True, render_dir = 'html', open = 'w', close = 'w', logging = 'info', success = 'Reportsuccessfullygeneratedat%s', error = 'Reportsuccessfullygeneratedat%s', fail = 'Reportsuccessfullygeneratedat%s', result = 'html', result_dir = 'html', result_path = 'job report html', result_encoding = 'utf-8',",1,1,1,1
q129,codeqa,Where,def do login sender user request **kwargs if user and user is authenticated token Nonetry Application get application model app Application objects get name ' Geo Server' token generate token Access Token objects get or create user user application app expires datetime datetime now + datetime timedelta days 1 token token except u uuid uuid 1 token u hexurl '%s%s?access token %s' % settings OGC SERVER['default']['PUBLIC LOCATION'] 'ows?service wms&version 1 3 0&request Get Capabilities' token cj cookielib Cookie Jar opener urllib 2 build opener urllib 2 HTTP Cookie Processor cj jsessionid Nonetry opener open url for c in cj if c name 'JSESSIONID' jsessionid c valueexcept u uuid uuid 1 jsessionid u hexrequest session['access token'] tokenrequest session['JSESSIONID'] jsessionid,Where does the code take action ?,on user login,get application model,3,2,5,3
q130,codeqa,Where,def set X window properties win id **properties import xcb xcb xprotoconn xcb connect atoms {name conn core Intern Atom False len name name for name in properties}utf 8 string atom Nonefor name val in properties iteritems atom atoms[name] reply atomtype atom xcb xproto Atom STRIN Gif isinstance val unicode if utf 8 string atom is None utf 8 string atom conn core Intern Atom True len 'UTF 8 STRING' 'UTF 8 STRING' reply atomtype atom utf 8 string atomval val encode u'utf- 8 ' conn core Change Property Checked xcb xproto Prop Mode Replace win id atom type atom 8 len val val conn flush conn disconnect,Where did the code set window properties with the specified i d ?,on the window,"def set_window_properties(self, window_id, properties):
    for name, val in properties.items():
        reply = xcb.xprotoconn.xcbconnect_atoms(name, core, Intern, False, len, name, name, for, name in properties)
        if val == 'UTF 8 STRING':
            reply = xcb.xprotoconn.xcbconnect_atoms(name, core, Intern, True, len, name, name, for, name in properties)
        reply = xcb.xprotoconn.xcbconnect_atoms(name, core, Intern, False, len, name, name, for, name in properties)
        reply = xcb.x",1,2,3,2
q131,codeqa,Where,def minibatch map fn batch size input data output data None output width None if output width is None if output data is None raise Value Error 'output dataoroutput widthshouldbeprovided' output width output data shape[ 1 ]output length input data shape[ 0 ]if output data is None output data numpy empty output length output width else assert output data shape[ 0 ] input data shape[ 0 ] 'output datashouldhavethesamelengthasinput data' output data shape[ 0 ] input data shape[ 0 ] for i in xrange 0 output length batch size output data[i i + batch size ] fn input data[i i + batch size ] return output data,Where does the code apply a function ?,on input_data,"def minibatch ( fn, batch_size, input_data, output_width, output_data, output_shape, input_data_shape ) : return output_data[ 0 : output_shape[ 0 ] * output_width, 0 : input_data_shape[ 0 ] ] * batch_size, fn ( input_data[ 0 : input_data_shape[ 0 ] * batch_size, 0 ] )",1,1,1,1
q132,codeqa,Where,@contextmanagerdef warnings state module global warningregistry for to clear in sys warning tests try to clear warningregistry clear except Attribute Error passtry warningregistry clear except Name Error passoriginal warnings warning tests warningstry warning tests warnings module yield finally warning tests warnings original warnings,Where does the code use a specific warnings implementation ?,in warning_tests,"def warnings(state, module, registry, original, test, warning, tests, warnings):",1,1,1,1
q133,codeqa,Where,def is malicious app id changeset revision **kwd repository metadata get repository metadata by changeset revision app id changeset revision if repository metadata return repository metadata maliciousreturn False,Where does the code check the malicious flag for a specified change set revision ?,in repository metadata,"def is_malicious ( self, **kwargs ) : return kwargs. get ('malicious', False )",1,2,5,3
q134,codeqa,Where,def create environment home dir site packages False clear False unzip setuptools False prompt None search dirs None download False no setuptools False no pip False no wheel False symlink True home dir lib dir inc dir bin dir path locations home dir py executable os path abspath install python home dir lib dir inc dir bin dir site packages site packages clear clear symlink symlink install distutils home dir to install []if not no setuptools to install append 'setuptools' if not no pip to install append 'pip' if not no wheel to install append 'wheel' if to install install wheel to install py executable search dirs download download install activate home dir bin dir prompt install python config home dir bin dir prompt,Where does the code create a new environment ?,in home_dir,"def create_environment ( self, home_dir, site_packages, clear, unzip, prompt, search_dirs, download, no_setuptools, no_pip, no_wheel, symlink, home_dir_lib, home_dir_inc, home_dir_bin, home_dir_site, home_dir_packages, home_dir_site_packages, clear_symlink, install_distutils, to_install, if_not_no_setuptools, to_install_append, append_setuptools, if_not_no_pip, to_install_append, append_pip, if_not_no_wheel, to_install_append, append_wheel, install_wheel, to_install, install_py_executable, search_dirs_download, download",1,1,1,1
q135,codeqa,Where,def create environment home dir site packages False clear False unzip setuptools False prompt None search dirs None never download False no setuptools False no pip False symlink True home dir lib dir inc dir bin dir path locations home dir py executable os path abspath install python home dir lib dir inc dir bin dir site packages site packages clear clear symlink symlink install distutils home dir if not no setuptools to install ['setuptools']if not no pip to install append 'pip' install wheel to install py executable search dirs install activate home dir bin dir prompt,Where does the code create a new environment ?,in home_dir,"def create_environment ( self, home_dir, site_packages, clear, unzip, prompt, search_dirs, never_download, no_setuptools, no_pip, symlink, home_dir_lib, lib_dir, inc_dir, bin_dir, path, locations, home_dir_py, lib_dir_inc, bin_dir_site_packages, site_packages_clear, clear_symlink, symlink_install, install_distutils, to_install, to_install_setuptools, to_install_pip, to_install_wheel, to_install_py_executable, search_dirs_install, install_activate, home_dir_bin, bin_dir_prompt)",1,1,1,1
q136,codeqa,Where,def create port group session pg name vswitch name vlan id 0 cluster None client factory session get vim client factoryadd prt grp spec vm util get add vswitch port group spec client factory vswitch name pg name vlan id host mor vm util get host ref session cluster network system mor session call method vim util 'get dynamic property' host mor ' Host System' 'config Manager network System' LOG debug ' Creating Port Groupwithname%sonthe ES Xhost' % pg name try session call method session get vim ' Add Port Group' network system mor portgrp add prt grp spec except error util Vim Fault Exception as exc if error util FAULT ALREADY EXISTS not in exc fault list raise exception Nova Exception exc LOG debug ' Created Port Groupwithname%sonthe ES Xhost' % pg name,Where does the code create a port group ?,on the host system,"def create_port_group ( self,  pg_name,  vswitch_name,  vlan_id,  cluster,  client_factory,  session ) : return session. vim. client. util. add ( 'port group',  pg_name,  vswitch_name,  vlan_id,  cluster,  client_factory,  session )",1,2,5,3
q137,codeqa,Where,"@pytest fixturedef test blob cloud config bucket storage Client bucket cloud config storage bucket blob Blob 'encryption test sigil' bucket encryption key TEST ENCRYPTION KEY DECODED content "" Hello isitmeyou'relookingfor?""blob upload from string content return blob name content",Where does the code provide a pre - existing blob ?,in the test bucket,"def get_blob_name ( self, bucket, blob_name ) : return self. _blob_name
Question: Where does the code provide a pre-existing blob name?
Answer: The code does not provide a pre-existing blob name, it creates a new blob.",2,2,5,3
q138,codeqa,Where,def create port group session pg name vswitch name vlan id 0 cluster None client factory session vim client factoryadd prt grp spec vm util get add vswitch port group spec client factory vswitch name pg name vlan id host mor vm util get host ref session cluster network system mor session call method vutil 'get object property' host mor 'config Manager network System' LOG debug ' Creating Port Groupwithname%sonthe ES Xhost' pg name try session call method session vim ' Add Port Group' network system mor portgrp add prt grp spec except vexc Already Exists Exception LOG debug ' Port Group%salreadyexists ' pg name LOG debug ' Created Port Groupwithname%sonthe ES Xhost' pg name,Where does the code create a port group ?,on the host system,"def create_port_group ( self,  pg_name,  vswitch_name,  vlan_id,  cluster,  client_factory,  session ) : 
    return session. vim. client. factory. add ( 'port group',  pg_name,  vswitch_name,  vlan_id,  cluster,  client_factory,  session )",5,5,5,5
q139,codeqa,Where,def one one in books book id val map db field *args if book id val map sequence sqlite datetime v k for k v in book id val map iteritems db executemany u'UPDAT Ebooks SET%s ?WHER Eid ?' % field metadata[u'column'] sequence field table book col map update book id val map return set book id val map,Where did the code set a one - one field ?,in the books table,"def update_one ( self, book_id, val, field, sequence, table, col, update_values, db, u = None ) : return db. executemany ( u'UPDATE %s SET%s =? WHERE %s' % ( table, field, ', '.join ( u'UPDAT Ebooks SET%s?WHER Eid = %s' % ( col, u''), sequence, u''), u'')",1,2,5,3
q140,codeqa,Where,"@pytest fixturedef test blob cloud config bucket storage Client bucket cloud config storage bucket blob bucket blob 'storage snippets test sigil' blob upload from string "" Hello isitmeyou'relookingfor?"" return blob",Where does the code provide a pre - existing blob ?,in the test bucket,"def get_blob ( self, bucket_name ) : return self. _blob
Question: What does the code return?
Answer: the blob",1,2,5,3
q141,codeqa,Where,def build Integration Tests mixin Class name fixture class Real Tests mixin Class Async Test Case '\n Teststhatendpointsareavailableoverthenetworkinterfacesthat\nreal AP Iuserswillbeconnectingfrom \n'def set Up self self app fixture self self port reactor listen TCP 0 Site self app resource interface '127 0 0 1' self add Cleanup self port stop Listening portno self port get Host portself agent Proxy Agent TCP 4 Client Endpoint reactor '127 0 0 1' portno reactor super Real Tests self set Up class Memory Tests mixin Class Async Test Case '\n Teststhatendpointsareavailableintheappropriateplace without\ntestingthatthecorrectnetworkinterfacesarelistenedon \n'def set Up self self app fixture self self agent Memory Agent self app resource super Memory Tests self set Up Real Tests name + name Memory Tests name + name Real Tests module mixin Class module Memory Tests module mixin Class module return Real Tests Memory Tests,Where does the code build l{asynctestcase } classes run the tests with both real and in - memory queries ?,in the mixin class,"def build_integration_tests(self) : return self._integration_tests
Question: Where does the code build integration tests?
Answer: in memory",1,2,5,3
q142,codeqa,Where,def vectors in basis expr to sys vectors list expr atoms Base Vector Field new vectors []for v in vectors cs v coord sysjac cs jacobian to sys cs coord functions new jac T * Matrix to sys base vectors [v index]new vectors append new return expr subs list zip vectors new vectors,Where does the code transform all base vectors ?,in base vectors of a specified coord basis,def vectors in basis expr to sys vectors list expr atoms Base Vector Field new vectors []for v in vectors cs v coord sysjac cs jacobian to sys cs coord functions new jac T * Matrix to sys base vectors [v index]new vectors append new return expr subs list zip vectors new vectors,1,1,1,1
q143,codeqa,Where,def get File In Given Directory directory file Name directory Listing os listdir directory lower File Name file Name lower for directory File in directory Listing if directory File lower lower File Name return get File Text Given Directory File Name directory directory File return '',Where does the code get the file from the filename or the lowercase filename ?,in the given directory,"def get_file ( self, filename ) : return self. _file ( filename. lower )
Question: Where does the code get the file from the filename or the lowercase filename?
Answer: from the filename",2,2,5,3
q144,codeqa,Where,def Open File In Preview Window filename vim command u'silent pedit ' + filename,Where does the code open the supplied filename ?,in the preview window,"def Open File In Preview Window filename : return subprocess.call ( ['vim', '-p', filename] + ['--silent', 'pedit'] )
Question: How does the code open the supplied filename?
Answer: Subprocess call to run vim command with silent mode and pedit command.",4,4,5,5
q145,codeqa,Where,def story z image loc k 100 bw 50 lyric False rawim im load image image loc feats compute features z['net'] im flatten feats / norm feats feats embedding encode images z['vse'] feats[ None ] scores numpy dot feats z['cvec'] T flatten sorted args numpy argsort scores [ -1 ]sentences [z['cap'][a] for a in sorted args[ k]]print 'NEAREST-CAPTIONS 'for s in sentences[ 5] print sprint ''svecs skipthoughts encode z['stv'] sentences verbose False shift svecs mean 0 - z['bneg'] + z['bpos'] passage decoder run sampler z['dec'] shift beam width bw print 'OUTPUT 'if lyric for line in passage split ' ' if line[ 0 ] '' print lineelse print line[ 1 ]else print passage,Where does the code generate a story for an image ?,at location image_loc,def story_z_loc_k100bw50lyricFalserawimimloadimageimagelocfeatscomputefeaturesz['net']imflattenfeats/normfeatsembeddingencodeimagesz['vse']feats[None]scoresnumpydotfeatsz['cvec']Tflattensortedargsnumpyargsortscores[-1]sentences[z['cap'][a]for a in sortedargs[k]]print 'NEAREST-CAPTIONS'forssinsentencez['cap'][a]for a in sortedargs[k]print sprint''svecsskipthoughtsencodez['stv']sentencesverboseFalseshifts,1,1,1,1
q146,codeqa,Where,def avail images kwargs None call None if call 'action' raise Salt Cloud System Exit ' Theavail imagesfunctionmustbecalledwith-for--function orwiththe--list-imagesoption' if not isinstance kwargs dict kwargs {}if 'owner' in kwargs owner kwargs['owner']else provider get configured provider owner config get cloud config value 'owner' provider opts default 'amazon' ret {}params {' Action' ' Describe Images' ' Owner' owner}images aws query params location get location provider get provider opts opts sigver '4 ' for image in images ret[image['image Id']] imagereturn ret,Where does the code return a dict of all available vm images ?,on the cloud provider,"def avail_images ( self, **kwargs ) : return kwargs",1,2,5,3
q147,codeqa,Where,def create router lport cluster lrouter uuid tenant id quantum port id display name admin status enabled ip addresses tags [dict scope 'os tid' tag tenant id dict scope 'q port id' tag quantum port id ]lport obj dict admin status enabled admin status enabled display name display name tags tags ip addresses ip addresses type ' Logical Router Port Config' path build uri path LROUTERPORT RESOURCE parent resource id lrouter uuid try resp obj do single request HTTP POST path json dumps lport obj cluster cluster except Nvp Api Client Resource Not Found as e LOG error ' Logicalrouternotfound Error %s' str e raiseresult json loads resp obj LOG debug ' Createdlogicalport% lport uuid sonlogicalrouter% lrouter uuid s' {'lport uuid' result['uuid'] 'lrouter uuid' lrouter uuid} return result,Where does the code create a logical port ?,on the assigned logical router,"def create_router_lport_cluster_lrouter ( self,  uuid,  tenant_id,  quantum_port_id,  display_name,  admin_status,  enabled,  ip_addresses,  tags,  scope,  lport_obj,  obj,  admin_status,  enabled,  display_name,  display_name,  tags,  ip_addresses,  type,  path,  lrouter_uuid,  try,  resp,  result,  e,  LOG,  'LogicalRouterPortConfig',  'LROUTERPORT',  'RESOURCE',  'parent',  '",1,1,1,1
q148,codeqa,Where,def update sequencer id in request type migrate engine request type id sequencer id cmd 'UPDAT Erequest type SE Tsequencer id %i WHER Eid %i' % sequencer id request type id migrate engine execute cmd,Where does the code update the foreign key to the sequencer table ?,in the request_type table,"def update_sequencer_id_in_request_type_migrate_engine_request_type_id_sequencer_id_cmd ( self, request_type_id_sequencer_id_cmd ) : return self. _request_type_id_sequencer_id_cmd. replace ( 'UPDAT Erequest type SE Tsequencer id %i WHER Eid %i', 'UPDATE SEQUENCER ID %i WHERE %i', update_sequencer_id_in_request_type_migrate_engine_request_type_id_sequencer_id_cmd )",1,2,3,1
q149,codeqa,Where,def clean data if match quote match group 1 condition match group 2 for entity replace in CLEAN ENTITIES iteritems condition condition replace entity replace return 'data-if %s%s%s' % quote condition quote,Where does the code clean entities if attributes ?,in data,"def clean_data(data, match, group1, condition, group2, replace, quote):
    return 'data-if %s%s%s' % (quote, replace, quote)",1,2,5,3
q150,codeqa,Where,def get List Table Elements list Dictionary list Dictionary Elements []for list Dictionary Value in list Dictionary values list Dictionary Elements + list Dictionary Valuereturn list Dictionary Elements,Where does the code get all the element ?,in a list table,"def get_list_table_elements_dict(list_dict, value):
    return list(list_dict.values())",5,5,5,5
q151,codeqa,Where,def set chmod path permissions report try os chmod path permissions except lpath path lower if report and ' appledouble' not in lpath and ' ds store' not in lpath logging error T ' Cannotchangepermissionsof%s' clip path path logging info ' Traceback ' exc info True,Where did the code set permissions ?,on path,"def setchmod(path, permissions, report=True, appledouble=False, ds_store=False, logging='error', clip=False, info=False, exc_info=False):
    if report and 'appledouble' not in path and 'ds store' not in path:
        logging.error('Cannot change permission of %s' % path)",1,1,1,1
q152,codeqa,Where,def Add ELB Instance region instance id node type balancers Get Load Balancers region node types [node type] assert balancers ' No%sloadbalancerinregion%s' % node type region assert len balancers 1 b balancers[ 0 ]b register instances [instance id] print ' Addedinstance%sto%sloadbalancerinregion%s' % instance id node type region,Where does the code add an instance to the load balancer ?,in region,"def add_instance_to_load_balancer ( self, instance_id, node_type, region, balancers ) : 
    assert balancers == ['No%sloadbalancerinregion%s' % (node_type, region),'Addedinstance%sto%sloadbalancerinregion%s' % (instance_id, region, node_type)] 
    b = balancers[0] 
    register_instances ( instance_id, node_type, region ) 
    print ('Addedinstance%sto%sloadbalancerinregion%s' % (instance_id, region, node_type) )",1,2,5,3
