id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q107,codeqa,How,def salt key import salt cli keytry client salt cli key Salt Key install signal handlers client client run except Exception as err sys stderr write ' Error {0 }\n' format err,How does the code manage the authentication keys ?,with salt - key,The code does not manage the authentication keys.,3,2,3,5
q108,codeqa,How,@not implemented for 'directed' @not implemented for 'multigraph' def ra index soundarajan hopcroft G ebunch None community 'community' def predict u v Cu community G u community Cv community G v community if Cu Cv return 0cnbors nx common neighbors G u v return sum 1 / G degree w for w in cnbors if community G w community Cu return apply prediction G predict ebunch,How does the code compute the resource allocation index of all node pairs in ebunch ?,using community information,It computes the resource allocation index of all node pairs in ebunch by summing the number of common neighbors between each pair of nodes.,3,4,4,5
q109,codeqa,How,def hit filenames method *args **kwargs try medium method *args **kwargs assert medium existsexcept Value Error return Falseexcept print ' Errorwhileprocessing' method args kwargs raisetry filenames remove medium path except Key Error passreturn True,How does the code run the given accessor method ?,with args & kwargs,It runs the given accessor method.,4,5,4,5
q110,codeqa,How,def serialize inventories inventories generation inventories by class {inventory resource class inventory for inventory in inventories}inventories dict {}for resource class inventory in inventories by class items inventories dict[resource class] serialize inventory inventory generation None return {'resource provider generation' generation 'inventories' inventories dict},How does the code turn a list of inventories in a dict ?,by resource class,It serializes the inventories into a dictionary.,3,3,4,5
q111,codeqa,How,"def query yes no question default 'yes' valid {'yes' True 'y' True 'ye' True 'no' False 'n' False}if default is None prompt '[y/n]'elif default 'yes' prompt '[Y/n]'elif default 'no' prompt '[y/N]'else raise Value Error ""invaliddefaultanswer '%s'"" % default while True sys stdout write question + prompt choice raw input lower if default is not None and choice '' return valid[default]elif choice in valid return valid[choice]else sys stdout write "" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),Asks a yes/no question with a default answer.,3,4,3,5
q112,codeqa,How,def mad std data axis None return median absolute deviation data axis axis * 1 482602218505602,How does the code calculate a robust standard deviation ?,using the median absolute deviation < URL,It calculates the median absolute deviation.,4,5,4,5
q113,codeqa,How,def get Packed Geometry Output By Loop element Node side Loop side Loop rotate element Node return get Geometry Output By Manipulation element Node side Loop,How does the code get packed geometry output ?,by side loop,It does not.,3,2,3,4
q114,codeqa,How,def revoke cert project id file name try utils execute 'openssl' 'ca' '-config' ' /openssl cnf' '-revoke' file name cwd ca folder project id utils execute 'openssl' 'ca' '-gencrl' '-config' ' /openssl cnf' '-out' CONF crypto crl file cwd ca folder project id except OS Error raise exception Project Not Found project id project id except processutils Process Execution Error raise exception Revoke Cert Failure project id project id,How does the code revoke a cert ?,by file name,It renews a certificate.,3,2,3,4
q115,codeqa,How,"def query yes no question default 'yes' valid {'yes' 'yes' 'y' 'yes' 'ye' 'yes' 'no' 'no' 'n' 'no'}if default is None prompt '[y/n]'elif default 'yes' prompt '[Y/n]'elif default 'no' prompt '[y/N]'else raise Value Error ""invaliddefaultanswer '%s'"" % default while 1 sys stdout write question + prompt choice raw input lower if default is not None and choice '' return defaultelif choice in valid keys return valid[choice]else sys stdout write "" Pleaserespondwith'yes'or'no' or'y'or'n' \n""",How does the code ask a yes / no question ?,via raw_input ( ),asks a yes/no question with a default answer.,4,4,4,5
q116,codeqa,How,def apt get install args sudo False return from args sudo ['apt-get' '-y' 'install'] + args,How does the code install a package ?,with apt - get,It installs a package using the 'apt-get' command with the '-y' flag.,4,5,4,5
q117,codeqa,How,def formset initial value extractor request parameter names def intial value extractor request if not submitted return []data []for param in submitted i 0for val in request POST getlist param if len data i data append {} data[i][param] vali + 1for kwargs in data for recurrent in recurring kwargs[recurrent] request POST get recurrent initial data datareturn {'initial' initial data}return intial value extractor,How should formsets use a list of data ?,by extending some fields to every object,Answer: by appending data to the list for each parameter.,4,4,4,5
q118,codeqa,How,def new command client args task key add task client args description print ' Task{}added ' format task key id,How does the code add a task ?,with description < description >,It adds a task to a client.,3,4,4,5
q119,codeqa,How,def get Vector 3 By Float List float List vector 3 if len float List > 0 vector 3 get Vector 3 If None vector 3 vector 3 x euclidean get Float From Value float List[ 0 ] if len float List > 1 vector 3 get Vector 3 If None vector 3 vector 3 y euclidean get Float From Value float List[ 1 ] if len float List > 2 vector 3 get Vector 3 If None vector 3 vector 3 z euclidean get Float From Value float List[ 2 ] return vector 3,How does the code get vector3 ?,by float list,vector3,3,2,4,5
q120,codeqa,How,def bootstrap import osimport imphere os path join os path dirname file imp load source name os path join here 'noname wrapped not py',How does the code import ?,in noname_wrapped,import,3,3,4,5
q121,codeqa,Where,def get volume group info vg out err execute 'vgs' '--noheadings' '--nosuffix' '--separator' ' ' '--units' 'b' '-o' 'vg size vg free' vg run as root True info out split ' ' if len info 2 raise Runtime Error 'vg%smustbe LV Mvolumegroup' % vg return {'total' int info[ 0 ] 'free' int info[ 1 ] 'used' int info[ 0 ] - int info[ 1 ] },Where do for a volume group return ?,in bytes,"The code returns the total, free, and used space for a volume group.",4,5,4,5
q122,codeqa,Where,def test from spyder utils qthelpers import qapplicationapp qapplication widget Find In Files Widget None widget resize 640 480 widget show sys exit app exec,Where does the code run find ?,in files widget test,Find,3,3,4,5
q123,codeqa,Where,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineexcept Import Error passelse server software os environ get SERVER SOFTWARE '' if server software startswith ' Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith ' Development/' SETTINGS env name 'GAE LOCAL'return Truereturn False,Where is the code running ?,in the app engine environment,Google App Engine,4,4,4,5
q124,codeqa,Where,def in gae environment if SETTINGS env name is not None return SETTINGS env name in 'GAE PRODUCTION' 'GAE LOCAL' try import google appengineserver software os environ get 'SERVER SOFTWARE' '' if server software startswith ' Google App Engine/' SETTINGS env name 'GAE PRODUCTION'return Trueelif server software startswith ' Development/' SETTINGS env name 'GAE LOCAL'return Trueexcept Import Error passreturn False,Where is the code running ?,in the app engine environment,Google App Engine,4,4,4,5
q125,codeqa,Where,@receiver project import def handle project import sender **kwargs project senderrequest kwargs get 'request' attach webhook project project request request,Where does the code add post - commit hook ?,on project import,"@receiver project import def handle project import sender **kwargs project senderrequest kwargs get'request' attach webhook project project request request

The code adds a post-commit hook.",4,5,4,5
q126,codeqa,Where,@contextmanagerdef warnings state module global warningregistry for to clear in sys warning tests try to clear warningregistry clear except Attribute Error passtry warningregistry clear except Name Error passoriginal warnings warning tests warningsoriginal filters module filterstry module filters original filters[ ]module simplefilter 'once' warning tests warnings module yield finally warning tests warnings original warningsmodule filters original filters,Where does the code use a specific warnings implementation ?,in warning_tests,"@contextmanager 
module",3,2,4,5
q127,codeqa,Where,def make multithread inner func numthreads def func mt *args length len args[ 0 ] result np empty length dtype np float 64 args result + args chunklen length + numthreads - 1 // numthreads chunks [[arg[ i * chunklen i + 1 * chunklen ] for arg in args] for i in range numthreads ]threads [threading Thread target inner func args chunk for chunk in chunks]for thread in threads thread start for thread in threads thread join return resultreturn func mt,Where does the code run the given function ?,inside * numthreads * threads,in parallel,4,4,4,5
q128,codeqa,Where,def write html report results dir report path None encoding 'utf 8 ' default report path os path join results dir 'job report html' if report path is None report path default report pathrelative links Trueif report path default report path relative links Falserendered html generate html report results dir relative links report dir os path dirname report path if not os path isdir report dir raise Invalid Output Dir Error report dir html result open report path 'w' html result write rendered html encode encoding html result close logging info ' Reportsuccessfullygeneratedat%s' report path,Where does the code write an html file ?,at report_path,The code writes an html file at the specified report path.,4,5,4,5
q129,codeqa,Where,def do login sender user request **kwargs if user and user is authenticated token Nonetry Application get application model app Application objects get name ' Geo Server' token generate token Access Token objects get or create user user application app expires datetime datetime now + datetime timedelta days 1 token token except u uuid uuid 1 token u hexurl '%s%s?access token %s' % settings OGC SERVER['default']['PUBLIC LOCATION'] 'ows?service wms&version 1 3 0&request Get Capabilities' token cj cookielib Cookie Jar opener urllib 2 build opener urllib 2 HTTP Cookie Processor cj jsessionid Nonetry opener open url for c in cj if c name 'JSESSIONID' jsessionid c valueexcept u uuid uuid 1 jsessionid u hexrequest session['access token'] tokenrequest session['JSESSIONID'] jsessionid,Where does the code take action ?,on user login,It logs into the Geo Server.,3,3,4,5
q130,codeqa,Where,def set X window properties win id **properties import xcb xcb xprotoconn xcb connect atoms {name conn core Intern Atom False len name name for name in properties}utf 8 string atom Nonefor name val in properties iteritems atom atoms[name] reply atomtype atom xcb xproto Atom STRIN Gif isinstance val unicode if utf 8 string atom is None utf 8 string atom conn core Intern Atom True len 'UTF 8 STRING' 'UTF 8 STRING' reply atomtype atom utf 8 string atomval val encode u'utf- 8 ' conn core Change Property Checked xcb xproto Prop Mode Replace win id atom type atom 8 len val val conn flush conn disconnect,Where did the code set window properties with the specified i d ?,on the window,The code sets window properties with the specified id.,4,5,4,5
q131,codeqa,Where,def minibatch map fn batch size input data output data None output width None if output width is None if output data is None raise Value Error 'output dataoroutput widthshouldbeprovided' output width output data shape[ 1 ]output length input data shape[ 0 ]if output data is None output data numpy empty output length output width else assert output data shape[ 0 ] input data shape[ 0 ] 'output datashouldhavethesamelengthasinput data' output data shape[ 0 ] input data shape[ 0 ] for i in xrange 0 output length batch size output data[i i + batch size ] fn input data[i i + batch size ] return output data,Where does the code apply a function ?,on input_data,The code applies the function to each batch of the input data.,4,4,4,5
q132,codeqa,Where,@contextmanagerdef warnings state module global warningregistry for to clear in sys warning tests try to clear warningregistry clear except Attribute Error passtry warningregistry clear except Name Error passoriginal warnings warning tests warningstry warning tests warnings module yield finally warning tests warnings original warnings,Where does the code use a specific warnings implementation ?,in warning_tests,"@contextmanager 
def warnings state module global warningregistry for to clear in sys warning tests try to clear warningregistry clear except Attribute Error passtry warningregistry clear except Name Error pass",4,3,3,5
q133,codeqa,Where,def is malicious app id changeset revision **kwd repository metadata get repository metadata by changeset revision app id changeset revision if repository metadata return repository metadata maliciousreturn False,Where does the code check the malicious flag for a specified change set revision ?,in repository metadata,The code checks the malicious flag for a specified change set revision in the repository metadata.,4,5,4,5
q134,codeqa,Where,def create environment home dir site packages False clear False unzip setuptools False prompt None search dirs None download False no setuptools False no pip False no wheel False symlink True home dir lib dir inc dir bin dir path locations home dir py executable os path abspath install python home dir lib dir inc dir bin dir site packages site packages clear clear symlink symlink install distutils home dir to install []if not no setuptools to install append 'setuptools' if not no pip to install append 'pip' if not no wheel to install append 'wheel' if to install install wheel to install py executable search dirs download download install activate home dir bin dir prompt install python config home dir bin dir prompt,Where does the code create a new environment ?,in home_dir,home dir,4,5,4,5
q135,codeqa,Where,def create environment home dir site packages False clear False unzip setuptools False prompt None search dirs None never download False no setuptools False no pip False symlink True home dir lib dir inc dir bin dir path locations home dir py executable os path abspath install python home dir lib dir inc dir bin dir site packages site packages clear clear symlink symlink install distutils home dir if not no setuptools to install ['setuptools']if not no pip to install append 'pip' install wheel to install py executable search dirs install activate home dir bin dir prompt,Where does the code create a new environment ?,in home_dir,home dir,4,5,4,5
q136,codeqa,Where,def create port group session pg name vswitch name vlan id 0 cluster None client factory session get vim client factoryadd prt grp spec vm util get add vswitch port group spec client factory vswitch name pg name vlan id host mor vm util get host ref session cluster network system mor session call method vim util 'get dynamic property' host mor ' Host System' 'config Manager network System' LOG debug ' Creating Port Groupwithname%sonthe ES Xhost' % pg name try session call method session get vim ' Add Port Group' network system mor portgrp add prt grp spec except error util Vim Fault Exception as exc if error util FAULT ALREADY EXISTS not in exc fault list raise exception Nova Exception exc LOG debug ' Created Port Groupwithname%sonthe ES Xhost' % pg name,Where does the code create a port group ?,on the host system,on the ES X host,4,4,4,5
q137,codeqa,Where,"@pytest fixturedef test blob cloud config bucket storage Client bucket cloud config storage bucket blob Blob 'encryption test sigil' bucket encryption key TEST ENCRYPTION KEY DECODED content "" Hello isitmeyou'relookingfor?""blob upload from string content return blob name content",Where does the code provide a pre - existing blob ?,in the test bucket,blob,4,3,4,5
q138,codeqa,Where,def create port group session pg name vswitch name vlan id 0 cluster None client factory session vim client factoryadd prt grp spec vm util get add vswitch port group spec client factory vswitch name pg name vlan id host mor vm util get host ref session cluster network system mor session call method vutil 'get object property' host mor 'config Manager network System' LOG debug ' Creating Port Groupwithname%sonthe ES Xhost' pg name try session call method session vim ' Add Port Group' network system mor portgrp add prt grp spec except vexc Already Exists Exception LOG debug ' Port Group%salreadyexists ' pg name LOG debug ' Created Port Groupwithname%sonthe ES Xhost' pg name,Where does the code create a port group ?,on the host system,on the ES X host,4,5,4,5
q139,codeqa,Where,def one one in books book id val map db field *args if book id val map sequence sqlite datetime v k for k v in book id val map iteritems db executemany u'UPDAT Ebooks SET%s ?WHER Eid ?' % field metadata[u'column'] sequence field table book col map update book id val map return set book id val map,Where did the code set a one - one field ?,in the books table,sqlite,3,2,4,5
q140,codeqa,Where,"@pytest fixturedef test blob cloud config bucket storage Client bucket cloud config storage bucket blob bucket blob 'storage snippets test sigil' blob upload from string "" Hello isitmeyou'relookingfor?"" return blob",Where does the code provide a pre - existing blob ?,in the test bucket,The code provides a pre-existing blob in the'storage snippets test sigil' bucket.,4,5,4,5
q141,codeqa,Where,def build Integration Tests mixin Class name fixture class Real Tests mixin Class Async Test Case '\n Teststhatendpointsareavailableoverthenetworkinterfacesthat\nreal AP Iuserswillbeconnectingfrom \n'def set Up self self app fixture self self port reactor listen TCP 0 Site self app resource interface '127 0 0 1' self add Cleanup self port stop Listening portno self port get Host portself agent Proxy Agent TCP 4 Client Endpoint reactor '127 0 0 1' portno reactor super Real Tests self set Up class Memory Tests mixin Class Async Test Case '\n Teststhatendpointsareavailableintheappropriateplace without\ntestingthatthecorrectnetworkinterfacesarelistenedon \n'def set Up self self app fixture self self agent Memory Agent self app resource super Memory Tests self set Up Real Tests name + name Memory Tests name + name Real Tests module mixin Class module Memory Tests module mixin Class module return Real Tests Memory Tests,Where does the code build l{asynctestcase } classes run the tests with both real and in - memory queries ?,in the mixin class,Async Test Case,3,3,4,5
q142,codeqa,Where,def vectors in basis expr to sys vectors list expr atoms Base Vector Field new vectors []for v in vectors cs v coord sysjac cs jacobian to sys cs coord functions new jac T * Matrix to sys base vectors [v index]new vectors append new return expr subs list zip vectors new vectors,Where does the code transform all base vectors ?,in base vectors of a specified coord basis,in the sys vectors list,3,3,4,5
q143,codeqa,Where,def get File In Given Directory directory file Name directory Listing os listdir directory lower File Name file Name lower for directory File in directory Listing if directory File lower lower File Name return get File Text Given Directory File Name directory directory File return '',Where does the code get the file from the filename or the lowercase filename ?,in the given directory,directory,4,5,4,5
q144,codeqa,Where,def Open File In Preview Window filename vim command u'silent pedit ' + filename,Where does the code open the supplied filename ?,in the preview window,In a file.,4,3,4,5
q145,codeqa,Where,def story z image loc k 100 bw 50 lyric False rawim im load image image loc feats compute features z['net'] im flatten feats / norm feats feats embedding encode images z['vse'] feats[ None ] scores numpy dot feats z['cvec'] T flatten sorted args numpy argsort scores [ -1 ]sentences [z['cap'][a] for a in sorted args[ k]]print 'NEAREST-CAPTIONS 'for s in sentences[ 5] print sprint ''svecs skipthoughts encode z['stv'] sentences verbose False shift svecs mean 0 - z['bneg'] + z['bpos'] passage decoder run sampler z['dec'] shift beam width bw print 'OUTPUT 'if lyric for line in passage split ' ' if line[ 0 ] '' print lineelse print line[ 1 ]else print passage,Where does the code generate a story for an image ?,at location image_loc,The code generates a story for an image at location 'z'.,4,5,4,5
q146,codeqa,Where,def avail images kwargs None call None if call 'action' raise Salt Cloud System Exit ' Theavail imagesfunctionmustbecalledwith-for--function orwiththe--list-imagesoption' if not isinstance kwargs dict kwargs {}if 'owner' in kwargs owner kwargs['owner']else provider get configured provider owner config get cloud config value 'owner' provider opts default 'amazon' ret {}params {' Action' ' Describe Images' ' Owner' owner}images aws query params location get location provider get provider opts opts sigver '4 ' for image in images ret[image['image Id']] imagereturn ret,Where does the code return a dict of all available vm images ?,on the cloud provider,aws,3,3,4,5
q147,codeqa,Where,def create router lport cluster lrouter uuid tenant id quantum port id display name admin status enabled ip addresses tags [dict scope 'os tid' tag tenant id dict scope 'q port id' tag quantum port id ]lport obj dict admin status enabled admin status enabled display name display name tags tags ip addresses ip addresses type ' Logical Router Port Config' path build uri path LROUTERPORT RESOURCE parent resource id lrouter uuid try resp obj do single request HTTP POST path json dumps lport obj cluster cluster except Nvp Api Client Resource Not Found as e LOG error ' Logicalrouternotfound Error %s' str e raiseresult json loads resp obj LOG debug ' Createdlogicalport% lport uuid sonlogicalrouter% lrouter uuid s' {'lport uuid' result['uuid'] 'lrouter uuid' lrouter uuid} return result,Where does the code create a logical port ?,on the assigned logical router,It creates a logical port in the cluster.,3,2,4,3
q148,codeqa,Where,def update sequencer id in request type migrate engine request type id sequencer id cmd 'UPDAT Erequest type SE Tsequencer id %i WHER Eid %i' % sequencer id request type id migrate engine execute cmd,Where does the code update the foreign key to the sequencer table ?,in the request_type table,The code updates the foreign key to the sequencer table.,4,5,4,5
q149,codeqa,Where,def clean data if match quote match group 1 condition match group 2 for entity replace in CLEAN ENTITIES iteritems condition condition replace entity replace return 'data-if %s%s%s' % quote condition quote,Where does the code clean entities if attributes ?,in data,data,4,5,4,5
q150,codeqa,Where,def get List Table Elements list Dictionary list Dictionary Elements []for list Dictionary Value in list Dictionary values list Dictionary Elements + list Dictionary Valuereturn list Dictionary Elements,Where does the code get all the element ?,in a list table,The code gets all the elements from the dictionary's values.,4,5,4,5
q151,codeqa,Where,def set chmod path permissions report try os chmod path permissions except lpath path lower if report and ' appledouble' not in lpath and ' ds store' not in lpath logging error T ' Cannotchangepermissionsof%s' clip path path logging info ' Traceback ' exc info True,Where did the code set permissions ?,on path,path,4,5,4,5
q152,codeqa,Where,def Add ELB Instance region instance id node type balancers Get Load Balancers region node types [node type] assert balancers ' No%sloadbalancerinregion%s' % node type region assert len balancers 1 b balancers[ 0 ]b register instances [instance id] print ' Addedinstance%sto%sloadbalancerinregion%s' % instance id node type region,Where does the code add an instance to the load balancer ?,in region,The code adds an instance to the load balancer in the specified region.,4,5,4,5
q153,codeqa,Where,def run as contextmanager ctx fn *arg **kw obj ctx enter try result fn obj *arg **kw ctx exit None None None return resultexcept exc info sys exc info raise ctx exit *exc info if raise is None raiseelse return raise,Where does the code run the given function ?,under the given contextmanager,in a context manager,4,5,4,5
q154,codeqa,Where,def fixed ip associate pool context network id instance uuid None host None return IMPL fixed ip associate pool context network id instance uuid host,Where does the code find free ip ?,in network,None,3,2,3,4
q155,codeqa,Where,def set name value profile None created Falsertn {'name' name 'comment' ' Keycontainscorrectvalue' 'result' True 'changes' {}}current salt ['etcd get'] name profile profile if not current created Trueresult salt ['etcd set'] name value profile profile if result and result current if created rtn['comment'] ' Newkeycreated'else rtn['comment'] ' Keyvalueupdated'rtn['changes'] {name value}return rtn,Where did the code set a key ?,in etcd,etcd,4,4,4,5
q156,codeqa,Where,"def run setup script name script args None stop after 'run' if stop after not in 'init' 'config' 'commandline' 'run' raise Value Error ""invalidvaluefor'stop after' %r"" % stop after global setup stop after setup distribution setup stop after stop aftersave argv sys argvg {' file ' script name}l {}try try sys argv[ 0 ] script nameif script args is not None sys argv[ 1 ] script argsf open script name try exec f read in g lfinally f close finally sys argv save argv setup stop after Noneexcept System Exit passexcept raiseif setup distribution is None raise Runtime Error ""'distutils core setup 'wasnevercalled--perhaps'%s'isnota Distutilssetupscript?"" % script name return setup distribution",Where does the code run a setup script ?,in a somewhat controlled environment,in the current script,3,3,4,5
q157,codeqa,Where,def finish common config encoding common config encoding encoding lower default top theme get default theme encoding startswith u'utf' or encoding startswith u'ucs' common config common config copy common config setdefault u'default top theme' default top theme common config setdefault u'paths' [] common config setdefault u'watcher' u'auto' common config setdefault u'log level' u'WARNING' common config setdefault u'log format' u'% asctime s % levelname s % message s' common config setdefault u'term truecolor' False common config setdefault u'term escape style' u'auto' common config setdefault u'ambiwidth' 1 common config setdefault u'additional escapes' None common config setdefault u'reload config' True common config setdefault u'interval' None common config setdefault u'log file' [ None] if not isinstance common config[u'log file'] list common config[u'log file'] [common config[u'log file']]common config[u'paths'] [os path expanduser path for path in common config[u'paths']]return common config,Where does the code expand ~ ?,in paths,home directory,3,3,4,5
q158,codeqa,Where,def read string table xml source table {}xmlns 'http //schemas openxmlformats org/spreadsheetml/ 2006 /main'root fromstring text xml source string index nodes root findall Q Name xmlns 'si' text for index string index node in enumerate string index nodes table[index] get string xmlns string index node return table,Where did the code read in all shared strings ?,in the table,The code reads in all shared strings from the XML source.,4,5,4,5
q159,codeqa,Where,@click command 'new-site' @click option '--mariadb-root-password' help ' Maria D Brootpassword' @click option '--admin-password' help 'adminpasswordtosetforsite' @click argument 'site' def new site site mariadb root password None admin password None from bench utils import new sitenew site site mariadb root password mariadb root password admin password admin password,Where does the code create a new site ?,in the bench,The code creates a new site at the location specified by the'site' argument.,4,4,4,5
q160,codeqa,Where,def annotate clip txt txt color 'white' bg color 0 0 255 txtclip Text Clip txt fontsize 20 font ' Ubuntu-bold' color txt color txtclip txtclip on color clip w txtclip h + 6 color 0 0 255 pos 6 'center' cvc Composite Video Clip [clip txtclip set pos 0 'bottom' ] return cvc set duration clip duration,Where does the code write a text ?,at the bottom of the clip,bottom,4,5,4,5
q161,codeqa,Where,@utils positional 1 def transaction callback **ctx options fut transaction async callback **ctx options return fut get result,Where does the code run a callback ?,in a transaction,async,3,3,4,5
q162,codeqa,Where,def get server certificate addr ssl version PROTOCOL SS Lv 23 ca certs None addrif ca certs is not None cert reqs CERT REQUIRE Delse cert reqs CERT NON Es create connection addr s wrap socket s ssl version ssl version cert reqs cert reqs ca certs ca certs dercert s getpeercert True s close return DER cert to PEM cert dercert,Where does the code retrieve the certificate from the server ?,at the specified address,The code retrieves the certificate from the server.,4,3,4,5
q163,codeqa,Where,def determine user agent config if config user agent is None ua ' Certbot ACME Client/{ 0 } {1 } Authenticator/{ 2 } Installer/{ 3 }'ua ua format certbot version util get os info ua config authenticator config installer else ua config user agentreturn ua,Where did the code set a user_agent string based on the choice of plugins ?,in the config,The code sets the `user_agent` string based on the choice of plugins in the `ua` variable.,4,4,4,5
q164,codeqa,Where,def is Loop Intersecting Inside X Segment loop segment First X segment Second X segment Y Mirror y rotated Loop get Points Round Z Axis segment Y Mirror loop for point Index in xrange len rotated Loop point First rotated Loop[point Index]point Second rotated Loop[ point Index + 1 % len rotated Loop ]if is Line Intersecting Inside X Segment point First point Second segment First X segment Second X y return Truereturn False,Where is the loop intersecting ?,inside the x segment,Inside the segment.,4,4,4,5
q165,codeqa,Where,"def clear outbox frappe db sql u'deleteq rfrom`tab Email Queue`asq `tab Email Queue Recipient`asrwhereq name r parentandq priority 0and\n DCTB DCTB datediff now q modified >31 ' frappe db sql u""update`tab Email Queue`asq `tab Email Queue Recipient`asrsetq status ' Expired' r status ' Expired'\n DCTB DCTB whereq name r parentanddatediff curdate q modified >7 andq status ' Not Sent'andr status ' Not Sent'""",Where does the code remove low priority older than 31 days ?,in outbox,The code removes low priority older than 31 days from the `Email Queue` table.,4,5,4,5
q166,codeqa,Where,def set main key value path MAIN CF pairs conf list parse main path new conf []if key in pairs for line in conf list if line startswith key new conf append '{ 0 } {1 }' format key value else new conf append line else conf list append '{ 0 } {1 }' format key value new conf conf list write conf new conf path return new conf,Where did the code set a single config value ?,in the main,The code sets a single config value in the `new conf` dictionary.,4,4,4,5
q167,codeqa,Where,def eval location pymodule offset return eval location 2 pymodule offset [1 ],Where does the code find the pyname ?,at the offset,The code does not find the pyname.,3,2,3,4
q168,codeqa,Where,def identify data data fmt width height identify data return width height fmt,Where does the code identify the image ?,in data,The code identifies the image at the specified position.,4,4,4,5
q169,codeqa,Where,def dmp gcdex f g u K if not u return dup gcdex f g K else raise Multivariate Polynomial Error f g,Where did the code extend euclidean algorithm ?,in f[x ],The code extended the Euclidean algorithm.,4,3,4,5
q170,codeqa,Where,def find device device None data [{'uid' '/zport/dmd/ Devices' 'params' {} 'limit' None}]all devices router request ' Device Router' 'get Devices' data data for dev in all devices['devices'] if dev['name'] device dev['hash'] all devices['hash']log info ' Founddevice%sin Zenoss' device return devlog info ' Unabletofinddevice%sin Zenoss' device return None,Where does the code find a device ?,in zenoss,in the 'devices' list of the 'all devices' dictionary,4,4,4,5
q171,codeqa,Where,"def run module as main mod name set argv 0 True try loader code fname get module details mod name except Import Error as exc if set argv 0 info str exc else info ""can'tfind' main py'in%r"" % sys argv[ 0 ] msg '%s %s' % sys executable info sys exit msg pkg name mod name rpartition ' ' [0 ]main globals sys modules[' main '] dict if set argv 0 sys argv[ 0 ] fnamereturn run code code main globals None ' main ' fname loader pkg name",Where does the code run the designated module ?,in the _ _ main _ _ namespace,main,4,5,4,5
q172,codeqa,Where,def runner fun arg None timeout 5 if not isinstance arg list arg [salt utils args yamlify arg arg ]else arg [salt utils args yamlify arg x for x in arg]if len arg 1 and arg[ 0 ] is None arg []runner salt runner Runner Client opts [' master opts '] return runner cmd fun arg,Where does the code execute a runner ?,on the master,The code executes the runner in the context of a Salt Runner.,4,4,4,5
q173,codeqa,Where,def keep alive x memo try memo[id memo ] append x except Key Error memo[id memo ] [x],Where does the code keep a reference to the object x ?,in the memo,In the dictionary.,4,4,4,5
q174,codeqa,Where,def generate in background generator num cached 10 import Queuequeue Queue Queue maxsize num cached sentinel object def producer for item in generator queue put item queue put sentinel import threadingthread threading Thread target producer thread daemon Truethread start item queue get while item is not sentinel yield item item queue get,Where does the code run a generator ?,in a background thread,in the background,4,4,4,5
q175,codeqa,Where,def get sentiment entities service document sentiments entities analyze document service document score sentiments get 'score' return score entities,Where does the code compute the overall sentiment volume ?,in the document,It does not.,3,2,3,5
q176,codeqa,Where,def select row view row selmodel view selection Model selmodel select view model index row 0 Q Item Selection Model Clear And Select,Where does the code select a row ?,in an item view,row,4,4,4,5
q177,codeqa,Where,def blocking Call From Thread reactor f *a **kw queue Queue Queue def call From Thread result defer maybe Deferred f *a **kw result add Both queue put reactor call From Thread call From Thread result queue get if isinstance result failure Failure result raise Exception return result,Where does the code run a function from a thread ?,in the reactor,From a thread.,3,3,4,5
q178,codeqa,Where,def get public endpoint path '' return get endpoint settings EDXNOTES PUBLIC API path,Where does the code get the full path to a resource ?,on the public notes api,The code gets the full path to a resource from the EDXNOTES PUBLIC API.,4,5,4,5
q179,codeqa,Where,def change disk mode si vm obj disk number mode disk prefix label ' Harddisk' disk label disk prefix label + str disk number virtual disk device Nonefor dev in vm obj config hardware device if isinstance dev vim vm device Virtual Disk and dev device Info label disk label virtual disk device devif not virtual disk device raise Runtime Error ' Virtual{}couldnotbefound ' format disk label virtual disk spec vim vm device Virtual Device Spec virtual disk spec operation vim vm device Virtual Device Spec Operation editvirtual disk spec device virtual disk devicevirtual disk spec device backing disk Mode modedev changes []dev changes append virtual disk spec spec vim vm Config Spec spec device Change dev changestask vm obj Reconfig VM Task spec spec tasks wait for tasks si [task] return True,Where does the code change the disk mode ?,on a virtual hard disk,The code changes the disk mode at the virtual disk device.,4,5,4,5
q180,codeqa,Where,def pusher url count size poll copy ctx zmq Context s ctx socket zmq PUSH if poll p zmq Poller p register s s connect url msg zmq Message '' * size block zmq NOBLOCK if poll else 0 for i in range count if poll res p poll assert res[ 0 ][ 1 ] & zmq POLLOUT s send msg block copy copy s close ctx term,Where does the code send a bunch of messages ?,on a push socket,The code sends messages.,4,3,4,5
q181,codeqa,When,def Retain Vertical Spacing Before Comments uwline prev token Nonefor tok in uwline tokens if tok is comment and prev token if tok lineno - tok value count u'\n' - prev token lineno > 1 tok Adjust Newlines Before ONE BLANK LINE prev token tok,When does the code retain vertical spacing ?,before comments,"When the code retains vertical spacing, the line number of the current token is greater than 1.",4,3,3,5
q182,codeqa,When,def after this request f request ctx stack top after request functions append f return f,When does the code execute a function ?,after this request,After the request.,4,5,5,5
