id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q1083,codeqa,How,@memoizedef id to glance id context image id return objects S3 Image Mapping get by id context image id uuid,How do i would ?,internal,@memoizedef id to glance id context image id return objects S3 Image Mapping get by id context image id uuid,1,1,1,1
q1085,codeqa,How,def test high order autoencoder init corruptor Binomial Corruptor corruption level 0 5 model Higher Order Contractive Autoencoder corruptor corruptor num corruptions 2 nvis 5 nhid 7 act enc 'sigmoid' act dec 'sigmoid' X tensor matrix data np random randn 10 5 astype config float X ff theano function [X] model higher order penalty X assert type ff data np ndarray,How do the penalty return just ?,without error,None,1,1,1,1
q1088,codeqa,When,@pytest fixture scope 'module' params ['gpu'] def backend gpu request be get backend request def cleanup be request getfixturevalue 'backend gpu' del berequest addfinalizer cleanup return be,When do the backend setup ?,before running a test,"When
---",1,1,1,1
q1091,codeqa,When,def failure From JSON failure Dict new Failure getattr Failure ' new ' None if new Failure is None f types Instance Type Failure else f new Failure Failure if not PY 3 failure Dict as Bytes failure Dict type Info failure Dict['type']failure Dict['type'] type type Info[' name '] type Info f dict failure Dictreturn f,When do a l{failure load from a dictionary deserialized from json ?,},None,1,1,1,1
q1094,codeqa,For what purpose,def db list user None password None host None port None client client user user password password host host port port return client get list database,For what purpose do to port the port connect ?,to connect to cli example,return client,1,1,1,1
q1095,codeqa,For what purpose,def db list user None password None host None port None client client user user password password host host port port return client get list database,For what purpose do the port port ?,to connect to cli example,database,1,1,1,1
q1105,codeqa,Where,def bulk recover workers lbn profile 'default' ret {}if isinstance workers str workers workers split ' ' for worker in workers try ret[worker] worker recover worker lbn profile except Exception ret[worker] Falsereturn ret,Where does the code recover all the given workers ?,in the specific load balancer cli examples,None,1,1,1,1
q1109,codeqa,Where,def login user user remember False force False fresh True if not force and not user is active return Falseuser id getattr user current app login manager id attribute session['user id'] user idsession[' fresh'] freshsession[' id'] create identifier if remember session['remember'] 'set' request ctx stack top user useruser logged in send current app get current object user get user return True,In which direction does a user log ?,in,TRUE,1,1,1,1
q1111,codeqa,For what purpose,"def write docstringdict filename 'turtle docstringdict' docsdict {}for methodname in tg screen functions key ' Screen ' + methodname docsdict[key] eval key doc for methodname in tg turtle functions key ' Turtle ' + methodname docsdict[key] eval key doc f open '%s py' % filename 'w' keys sorted [x for x in docsdict keys if x split ' ' [1 ] not in alias list ] f write 'docsdict {\n\n' for key in keys[ -1 ] f write '%s \n' % repr key f write '""""""%s\n"""""" \n\n' % docsdict[key] key keys[ -1 ]f write '%s \n' % repr key f write '""""""%s\n""""""\n\n' % docsdict[key] f write '}\n' f close",For what purpose do docstring - dictionary write ?,to file,docs,1,1,1,1
q1112,codeqa,For what purpose,"def write docstringdict filename 'turtle docstringdict' docsdict {}for methodname in tg screen functions key ' Screen ' + methodname docsdict[key] eval key doc for methodname in tg turtle functions key ' Turtle ' + methodname docsdict[key] eval key doc f open '%s py' % filename 'w' keys sorted [x for x in docsdict keys if x split ' ' [1 ] not in alias list ] f write 'docsdict {\n\n' for key in keys[ -1 ] f write '%s \n' % repr key f write '""""""%s\n"""""" \n\n' % docsdict[key] key keys[ -1 ]f write '%s \n' % repr key f write '""""""%s\n""""""\n\n' % docsdict[key] f write '}\n' f close",For what purpose do docstring - dictionary create ?,to file,docs,1,1,1,1
q1116,codeqa,For what purpose,"def chhome name home persist False pre info info name if not pre info raise Command Execution Error "" User'{ 0 }'doesnotexist"" format name if home pre info['home'] return Truecmd ['usermod' '-d' home]if persist cmd append '-m' cmd append name salt ['cmd run'] cmd python shell False return info name get 'home' home",For what purpose did the code set a new home directory for an existing user name username ?,to modify home new home directory to set persist,run,1,1,1,1
q1117,codeqa,How,def encode morse msg sep ' ' mapping None mapping mapping or char morse assert sep not in mapping word sep 2 * sep mapping[''] word sepsuffix msg and msg[ -1 ] in whitespace msg '' if word sep else '' join msg split chars set '' join msg split ok set mapping keys msg translate msg None '' join chars - ok morsestring []words msg split for word in words morseword []for letter in word morseletter mapping[letter]morseword append morseletter word sep join morseword morsestring append word return word sep join morsestring + word sep if suffix else '',How did by a double sep separate letters ?,by sep and words,Does not,1,1,1,1
q1124,codeqa,How,def recall classify lambda document False documents [] average None return test classify documents average [2 ],How does the percentage of positive cases classify as positive ?,correctly,FALSE,1,1,1,1
q1128,codeqa,For what purpose,def hadoop cmd module command *args out Noneif module and command if module in authorized modules cmd 'hadoop{ 0 }-{ 1 }{ 2 }' format module command '' join args out salt ['cmd run'] cmd python shell False else return ' Error Unknownmodule'else return ' Error Moduleandcommandnotdefined'return out,For what purpose is the module name checked ?,in order to prevent random execution,module name,1,1,1,1
q1130,codeqa,Where,def network create request **kwargs LOG debug 'network create kwargs %s' % kwargs body {'network' kwargs}network quantumclient request create network body body get 'network' return Network network,Where does the code create a subnet ?,on a specified network,None,1,1,1,1
q1132,codeqa,When,def was deleted object state attributes instance state object return state was deleted,When was the given object deleted ?,within a session flush,None,1,1,1,1
q1133,codeqa,Where,def exception msg *args **kwargs kwargs['exc info'] 1error msg *args **kwargs,Where do a message with severity error log ?,on the root logger,logs,1,1,1,1
q1134,codeqa,Where,def unquote domain domain return urllib parse unquote domain replace '% 2 E' ' ',Where do a domain name receive ?,in a url,urllib,1,1,1,1
q1138,codeqa,When,@contextmanagerdef secret model try attrs {'name' Encrypted Char Field ' Name' max length Secret meta get field 'name' max length 'text' Encrypted Text Field ' Text' ' module ' 'tests testapp models' ' Meta' type ' Meta' object {'managed' False 'db table' Secret meta db table} } yield type ' Secret' models Model attrs except raise,When did a secret model define ?,at runtime,Secret,1,1,1,1
q1142,codeqa,Where,@utils arg '--tenant' metavar '<tenant-id>' required True help 'I Doftenanttodeletequotafor ' @utils arg '--user' metavar '<user-id>' help 'I Dofusertodeletequotafor ' def do quota delete cs args cs quotas delete args tenant user id args user,In which direction will their quota revert to default ?,back,None,1,1,1,1
q1152,codeqa,How,def security group get context security group id columns to join None return IMPL security group get context security group id columns to join,How d the code get security group ?,by its i d,None,1,1,1,1
q1154,codeqa,Where,def get List Table Elements list Dictionary list Dictionary Elements []for list Dictionary Value in list Dictionary values list Dictionary Elements + list Dictionary Valuereturn list Dictionary Elements,Where does the code get all the element ?,in a list table,list,1,1,1,1
q1159,codeqa,Where,def prefetch one level instances prefetcher attname rel qs rel obj attr instance attr single cache name prefetcher get prefetch query set instances additional prl getattr rel qs ' prefetch related lookups' [] if additional prl rel qs prefetch related lookups []all related objects list rel qs rel obj cache {}for rel obj in all related objects rel attr val rel obj attr rel obj rel obj cache setdefault rel attr val [] append rel obj for obj in instances instance attr val instance attr obj vals rel obj cache get instance attr val [] if single setattr obj cache name vals[ 0 ] if vals else None else qs getattr obj attname all qs result cache valsqs prefetch done Trueobj prefetched objects cache[cache name] qsreturn all related objects additional prl,Where does helper function for prefetch_related_objects run prefetches using the prefetcher object ?,on all instances,django,1,1,1,1
q1162,codeqa,How,def call url url view kwargs None func name func data app url map bind '' match url if view kwargs is not None func data update view kwargs view function view functions[func name]rv view function **func data rv unpack rv if isinstance rv werkzeug wrappers Base Response and rv status code in REDIRECT CODES redirect url rv headers[' Location']return call url redirect url return rv,How do function call ?,by url,It does not exist.,1,1,1,1
q1163,codeqa,For what purpose,"def write docstringdict filename 'turtle docstringdict' docsdict {}for methodname in tg screen functions key ' Screen ' + methodname docsdict[key] eval key doc for methodname in tg turtle functions key ' Turtle ' + methodname docsdict[key] eval key doc f open '%s py' % filename 'w' keys sorted [x for x in docsdict keys if x split ' ' [1 ] not in alias list ] f write 'docsdict {\n\n' for key in keys[ -1 ] f write '%s \n' % repr key f write '""""""%s\n"""""" \n\n' % docsdict[key] key keys[ -1 ]f write '%s \n' % repr key f write '""""""%s\n""""""\n\n' % docsdict[key] f write '}\n' f close",For what purpose do docstring - dictionary write ?,to file,docs,1,1,1,1
q1164,codeqa,For what purpose,"def write docstringdict filename 'turtle docstringdict' docsdict {}for methodname in tg screen functions key ' Screen ' + methodname docsdict[key] eval key doc for methodname in tg turtle functions key ' Turtle ' + methodname docsdict[key] eval key doc f open '%s py' % filename 'w' keys sorted [x for x in docsdict keys if x split ' ' [1 ] not in alias list ] f write 'docsdict {\n\n' for key in keys[ -1 ] f write '%s \n' % repr key f write '""""""%s\n"""""" \n\n' % docsdict[key] key keys[ -1 ]f write '%s \n' % repr key f write '""""""%s\n""""""\n\n' % docsdict[key] f write '}\n' f close",For what purpose do docstring - dictionary create ?,to file,docs,1,1,1,1
q1165,codeqa,How,def get Geometry Output By Arguments arguments xml Element evaluate set Attribute Dictionary By Arguments ['sides' 'radius'] arguments xml Element return get Geometry Output None xml Element,How does the code get vector3 vertexes from attribute dictionary ?,by arguments,None,1,1,1,1
q1176,codeqa,Where,def error msg *args **kwargs if len root handlers 0 basic Config root error msg *args **kwargs,Where do a message with severity error log ?,on the root logger,log,1,1,1,1
q1185,codeqa,How,def find flavor cs flavor try return utils find resource cs flavors flavor is public None except exceptions Not Found return cs flavors find ram flavor,How does the code get a flavor ?,by name,None,1,1,1,1
q1187,codeqa,When,def libvlc media player get nsobject p mi f Cfunctions get 'libvlc media player get nsobject' None or Cfunction 'libvlc media player get nsobject' 1 None ctypes c void p Media Player return f p mi,When do the nsview handler set ?,previously,None,1,1,1,1
q1188,codeqa,When,def Sec To Usec t return int t * 1000000 0,When does a time convert to usec ?,in seconds,When,1,1,1,1
q1198,codeqa,Where,"def find autosummary in docstring name module None filename None try real name obj parent import by name name lines pydoc getdoc obj splitlines return find autosummary in lines lines module name filename filename except Attribute Error passexcept Import Error as e print "" Failedtoimport'%s' %s"" % name e return []",Where are what items documented ?,in the given objects docstring,lines,1,1,1,1
q1201,codeqa,When,def get Open ID Store return util get Open ID Store '/tmp/djopenid s store' 's ',When did database backend choose ?,currently,None,1,1,1,1
q1208,codeqa,How,def get Geometry Output By Arguments arguments xml Element evaluate set Attribute Dictionary By Arguments ['start' 'end' 'step'] arguments xml Element return get Geometry Output None xml Element,How does the code get vector3 vertexes from attribute dictionary ?,by arguments,None,1,1,1,1
q1210,codeqa,Where,def get course and check access course key user depth 0 if not has studio read access user course key raise Permission Denied course module modulestore get course course key depth depth return course module,Where did the locator and course module calculate for the view functions ?,in this file,modulestore,1,1,1,1
q1211,codeqa,Where,def get course and check access course key user depth 0 if not has studio read access user course key raise Permission Denied course module modulestore get course course key depth depth return course module,Where do the locator and course module return for the view functions ?,in this file,modulestore,1,1,1,1
q1216,codeqa,For what purpose,"def activate language if isinstance language basestring and language 'no' warnings warn "" Theuseofthelanguagecode'no'isdeprecated Pleaseusethe'nb'translationinstead "" Deprecation Warning active value translation language",For what purpose does the translation object fetch ?,for a given tuple of application name and language,translation,1,1,1,1
q1217,codeqa,Where,def sdb set uri value opts if not isinstance uri string types return Falseif not uri startswith 'sdb //' return Falsesdlen len 'sdb //' indx uri find '/' sdlen if indx -1 or len uri[ indx + 1 ] 0 return Falseprofile opts get uri[sdlen indx] {} if not profile profile opts get 'pillar' {} get uri[sdlen indx] {} if 'driver' not in profile return Falsefun '{ 0 } set' format profile['driver'] query uri[ indx + 1 ]loaded db salt loader sdb opts fun return loaded db[fun] query value profile profile,Where did the code set a value ?,in a db,uri,1,1,1,1
q1223,codeqa,For what purpose,def catalog global default activet active get current Thread None if t is not None return tif default is None from django conf import settings default translation settings LANGUAGE CODE return default,For what purpose does the current active catalog return ?,for further processing,default,1,1,1,1
q1228,codeqa,How,def permutation Filter perm limit int os environ get 'NTA TEST maxval Filter' 300 if perm['model Params']['sensor Params']['encoders']['consumption']['maxval'] > limit return Falsereturn True,How did specific permutation combinations filter ?,selectively,FALSE,1,1,1,1
q1236,codeqa,Where,def error msg *args **kwargs if len root handlers 0 basic Config root error * msg + args **kwargs,Where do a message with severity error log ?,on the root logger,log,1,1,1,1
q1237,codeqa,How,def list empty strings for string in strings if len string > 0 return Falsereturn True,How is list made of empty strings ?,exclusively,None,1,1,1,1
q1243,codeqa,How,def utcnow return utcstr,How does the code get the code ?,in utc,None,1,1,1,1
q1245,codeqa,How,def skip msg u'' tracebackhide Trueif is called from pytest import pytestpytest skip msg else from nose import Skip Testraise Skip Test msg,How do an executing test skip ?,with the given message,Skip,1,1,1,1
q1246,codeqa,Where,def list runas None rubies []output rvm ['list'] runas runas if output regex re compile '^[ ] [*>] [^-]+ - [^]+ \\[ * \\]' for line in output splitlines match regex match line if match rubies append [match group 2 match group 3 match group 1 '*' ] return rubies,Where do rvm run ?,the user,None,1,1,1,1
q1250,codeqa,When,"def Get Batch Job Download Url When Ready client batch job id max poll attempts MAX POLL ATTEMPTS batch job Get Batch Job client batch job id if batch job['status'] 'CANCELED' raise Exception ' Batch Jobwith ID""%s""wascanceledbeforecompleting ' % batch job id poll attempt 0while poll attempt in range max poll attempts and batch job['status'] in PENDING STATUSES sleep interval 30 * 2 ** poll attempt + random randint 0 10000 / 1000 print ' Batch Jobnotready sleepingfor%sseconds ' % sleep interval time sleep sleep interval batch job Get Batch Job client batch job id poll attempt + 1if 'download Url' in batch job url batch job['download Url']['url']print ' Batch Jobwith Id""%s"" Status""%s"" and Download Url""%s""ready ' % batch job['id'] batch job['status'] url return urlprint ' Batch Jobwith ID""%s""isbeingcanceledbecauseitwasinapendingstateafterpolling%dtimes ' % batch job id max poll attempts Cancel Batch Job client batch job",When does the code retrieve the downloadurl ?,when the batchjob is complete,downloadurl,1,1,1,1
q1255,codeqa,For what purpose,def test basics backend with use log level 'error' print msg False gl use gl backend with Canvas test setting parameters test enabling disabling test setting stuff test object creation and deletion test fbo gl gl Finish,For what purpose have app and canvas create ?,so we have a context,test,1,1,1,1
q1258,codeqa,Where,def wordwrap value arg from django utils text import wrapreturn wrap value int arg,Where do the text wrap ?,at,django,1,1,1,1
q1259,codeqa,Where,def list upgrades refresh False root None **kwargs upgrades {}cmd ['pacman' '-S' '-p' '-u' '--print-format' '%n%v']if root is not None cmd extend '-r' root if refresh cmd append '-y' call salt ['cmd run all'] cmd python shell False output loglevel 'trace' if call['retcode'] 0 comment ''if 'stderr' in call comment + call['stderr']if 'stdout' in call comment + call['stdout']if comment comment ' ' + comment raise Command Execution Error ' Errorlistingupgrades' + comment else out call['stdout']for line in salt utils itertools split out '\n' try pkgname pkgver line split except Value Error continueif pkgname lower 'downloading' and ' db' in pkgver lower continueupgrades[pkgname] pkgverreturn upgrades,Where do all available package upgrades list ?,on this system,stdout,1,1,1,1
q1260,codeqa,Where,def write file path contents dirname name os path split path if not os path exists dirname try os makedirs dirname except OS Error as err if err errno errno EACCES sys exit ' Unabletocreate%s Runningasnon-root?' % dirname with open path 'w' as f f write '%s' % contents,Where do contents file ?,at path,file,1,1,1,1
q1263,codeqa,When,@pytest fixturedef test bucket cloud config bucket storage Client bucket cloud config storage bucket acl google cloud storage acl Bucket ACL bucket object default acl google cloud storage acl Default Object ACL bucket acl reload object default acl reload yield bucket acl save object default acl save,When does a bucket reset its acl ?,after the test completes,When a bucket resets its acl.,1,1,1,1
q1275,codeqa,Where,def compare optimizers optimizers random a -1 3 + np random random size 100 random b 0 3 + np random random size 100 param grid product FUNCTIONS random a random b print ' Benching 1 Droot-finderoptimizersfromscipy optimize 'for optimizer in OPTIMIZERS print '% 20 s %8 itotalfunctioncalls' % optimizer name bench optimizer optimizer param grid,Where do all admit a signle root ?,in zero and a upper and lower bounds,None,1,1,1,1
q1283,codeqa,How,def disable plugin name runas None if runas is None and not salt utils is windows runas salt utils get user cmd [ get rabbitmq plugin 'disable' name]ret salt ['cmd run all'] cmd runas runas python shell False return format response ret ' Disabled',How does the code disable a rabbitmq plugin ?,via the rabbitmq - plugins command,disable a rabbitmq plugin,1,1,1,1
q1297,codeqa,When,def managedcloud vm return config get cloud config value 'managedcloud' vm opts default ' False' search global False,When should we wait for the managed cloud automation ?,before running,FALSE,1,1,1,1
q1300,codeqa,For what purpose,def reverse cuthill mckee ordering G heuristic None return reversed list cuthill mckee ordering G heuristic heuristic,For what purpose does the code generate an ordering of the graph nodes ?,to make a sparse matrix,"For what purpose does the code generate an ordering of the graph nodes?
The graph nodes.",1,1,1,1
q1301,codeqa,How,def register func *targs **kargs exithandlers append func targs kargs return func,How be a function executed ?,upon normal program termination func - function to be called at exit targs - optional arguments to pass to func kargs - optional keyword arguments to pass to func func,in place,1,1,1,1
q1302,codeqa,For what purpose,def register func *targs **kargs exithandlers append func targs kargs return func,For what purpose is a function to be executed upon normal program termination func - function to be called at exit targs - optional arguments to pass to func kargs - optional keyword arguments to pass to func func returned ?,to facilitate usage as a decorator,func,1,1,1,1
q1303,codeqa,How,def register func *targs **kargs exithandlers append func targs kargs return func,How be normal program termination func - function called ?,at exit targs,Normal,1,1,1,1
q1305,codeqa,Where,def run banner output cmd banner output '%s\n%%s\n\n' % cmd center 60 '-' command output ''try cmd out utils run cmd ignore status True timeout 30 command output cmd out stdout + cmd out stderr except error Cmd Error command output ' Timedout'return banner output % command output,Where do cmd cmd_output ?,in a,cmd_output,1,1,1,1
q1308,codeqa,Where,def flatten dictionary input sep ' ' prefix None for name value in sorted input items fullname sep join filter None [prefix name] if isinstance value dict for result in flatten dictionary value sep fullname yield result else yield fullname value,Where is the first value the joined key names ?,where,name,1,1,1,1
q1310,codeqa,When,def datetime to microseconds dt return int time mktime dt timetuple * 1000000 + dt microsecond,When do microseconds return ?,since epoch,microseconds,1,1,1,1
q1314,codeqa,How,def clearcache global cachecache {},By how much do the cache clear ?,entirely,None,1,1,1,1
q1316,codeqa,How,def lock fileobj try import fcntlexcept Import Error return Falseelse try fcntl lockf fileobj fcntl LOCK EX except IO Error return Falseelse return True,How do a file object lock ?,safely,return True,1,1,1,1
q1317,codeqa,Where,def enforce context action target init return ENFORCER enforce action target context to policy values do raise True exc exception Policy Not Authorized action action,Where is the action valid on the target ?,in this context,target,1,1,1,1
q1319,codeqa,How,def cuda set device dev id err code cudamat cuda set device ct c int dev id if err code raise generate exception err code,How does the code select the cuda device ?,with the given i d,cuda,1,1,1,1
q1320,codeqa,How,def get Geometry Output By Arguments arguments xml Element return get Geometry Output None xml Element,How does the code get triangle mesh from attribute dictionary ?,by arguments,None,1,1,1,1
q1322,codeqa,How,def get Geometry Output By Loop side Loop xml Element side Loop rotate xml Element return get Geometry Output By Manipulation side Loop xml Element,How does the code get geometry output ?,by side loop,rotate,1,1,1,1
q1326,codeqa,For what purpose,def enter transaction management managed True using None forced False get connection using enter transaction management managed forced,For what purpose does transaction management enter ?,for a running thread,managed,1,1,1,1
q1327,codeqa,Where,def info installed *names ret dict for pkg name pkg nfo in salt ['lowpkg info'] *names items t nfo dict for key value in pkg nfo items if key 'package' t nfo['name'] valueelif key 'origin' t nfo['vendor'] valueelif key 'section' t nfo['group'] valueelif key 'maintainer' t nfo['packager'] valueelif key 'homepage' t nfo['url'] valueelse t nfo[key] valueret[pkg name] t nforeturn ret,Where did the information of the named package(s instal ?,on the system,dict,1,1,1,1
q1331,codeqa,Where,@conf commands registerdef sendp x inter 0 loop 0 iface None iface hint None count None verbose None realtime None return packets False *args **kargs if iface is None and iface hint is not None iface conf route route iface hint [0 ]return gen send conf L2 socket iface iface *args **kargs x inter inter loop loop count count verbose verbose realtime realtime return packets return packets,Where do packets send ?,at layer 2,iface,1,1,1,1
q1333,codeqa,How,def disallow proxying Scope Replacer should proxy False,How did modules import ?,lazily,Import,1,1,1,1
q1341,codeqa,For what purpose,def index document filename chapter Reference entries domhelpers find Elements With Attribute document 'class' 'index' if not entries returni 0for entry in entries i + 1anchor 'index% 02 d' % i if chapter Reference ref get Section Reference entry or chapter Reference else ref 'link'indexer add Entry filename anchor entry get Attribute 'value' ref entry node Name entry tag Name entry end Tag Name 'a'for attr Name in entry attributes keys entry remove Attribute attr Name entry set Attribute 'name' anchor,For what purpose do them store ?,for later use,entries,1,1,1,1
q1344,codeqa,How,@mine command 'remove' @click argument 'x' type float @click argument 'y' type float def mine remove x y click echo ' Removedmineat%s %s' % x y,How does the code remove a mine ?,at a specific coordinate,None,1,1,1,1
q1346,codeqa,How,def is num param names values to float False fun to float and float or int out params []for name val in zip names values if val is None out params append val elif isinstance val int long float basestring try out params append fun val except Value Error as e raise Vdt Param Error name val else raise Vdt Param Error name val return out params,How do numbers return ?,from inputs,None,1,1,1,1
q1347,codeqa,Where,@require GE Tdef json view request kwargs {'locale' request LANGUAGE CODE 'current revision isnull' False}if 'title' in request GET kwargs['title'] request GET['title']elif 'slug' in request GET kwargs['slug'] request GET['slug']else return Http Response Bad Request document get object or 404 Document **kwargs data json dumps {'id' document id 'locale' document locale 'slug' document slug 'title' document title 'summary' document current revision summary 'url' document get absolute url } return Http Response data content type 'application/json',Where does the code return some basic document info ?,in a json blob,application/json,1,1,1,1
q1351,codeqa,Where,def startup if TRAFFICLINE cmd traffic line '-U' else cmd traffic ctl 'server' 'start' log debug ' Running %s' cmd subprocess cmd return statuscmd,Where do traffic server start ?,on the local node,server,1,1,1,1
q1355,codeqa,How,"@register tag u'get language info' def do get language info parser token args token split contents if len args 5 or args[ 1 ] u'for' or args[ 3 ] u'as' raise Template Syntax Error u""'%s'requires'forstringasvariable' got%r "" % args[ 0 ] args[ 1 ] return Get Language Info Node parser compile filter args[ 2 ] args[ 4 ]",How will this store the language information dictionary for the given language code ?,in a context variable,None,1,1,1,1
q1357,codeqa,For what purpose,def Calculate Variables default variables params flavor gyp common Get Flavor params if flavor 'mac' default variables setdefault 'OS' 'mac' default variables setdefault 'SHARED LIB SUFFIX' ' dylib' default variables setdefault 'SHARED LIB DIR' generator default variables['PRODUCT DIR'] default variables setdefault 'LIB DIR' generator default variables['PRODUCT DIR'] import gyp generator xcode as xcode generatorglobal generator additional non configuration keysgenerator additional non configuration keys getattr xcode generator 'generator additional non configuration keys' [] global generator additional path sectionsgenerator additional path sections getattr xcode generator 'generator additional path sections' [] global generator extra sources for rulesgenerator extra sources for rules getattr xcode generator 'generator extra sources for rules' [] COMPILABLE EXTENSIONS update {' m' 'objc' ' mm' 'objcxx'} else operating system flavorif flavor 'android' operating system 'linux'default variables setdefault 'OS' operating system default variables setdefault 'SHARED LIB SUFFIX' ' so' default variables setdefault 'SHARED LIB DIR' '$ builddir /lib $ TOOLSET ' default variables setdefault 'LIB DIR' '$ obj $ TOOLSET ',For what purpose do additional variables calculate ?,for use in the build,variables,1,1,1,1
q1359,codeqa,When,def install Handler Using Set Wakeup fd if fd -1 signal signal signal SIGCHLD signal SIG DFL else signal signal signal SIGCHLD Handler None siginterrupt signal SIGCHLD False return set wakeup fd fd,When will a signal handler write a byte to c{fd ?,},None,1,1,1,1
q1368,codeqa,How,def im feeling lucky async image data output encoding PNG quality None correct orientation UNCHANGED ORIENTATION rpc None transparent substitution rgb None image Image image data image im feeling lucky image set correct orientation correct orientation return image execute transforms async output encoding output encoding quality quality rpc rpc transparent substitution rgb transparent substitution rgb,How do image levels - async version adjust ?,automatically,async,1,1,1,1
q1369,codeqa,Where,@ get clientdef image update client image id values purge props False from state None v1 mode False return client image update values values image id image id purge props purge props from state from state v1 mode v1 mode,Where did the code set the given properties ?,on an image,state,1,1,1,1
q1371,codeqa,Where,def generate cache key request method headerlist key prefix ctx hashlib md 5 for header in headerlist value request META get header None if value is not None ctx update force bytes value path hashlib md 5 force bytes iri to uri request get full path cache key u'views decorators cache cache page %s %s %s %s' % key prefix method path hexdigest ctx hexdigest return i18 n cache key suffix request cache key,Where did the headers give ?,in the header list,views,1,1,1,1
q1373,codeqa,For what purpose,def deserialize usage key usage key string course key return Usage Key from string usage key string replace course key course key,For what purpose does the deserialized usagekey object of the given usage_key_string return ?,for the given course,Usage Key,1,1,1,1
q1375,codeqa,When,def setcopyright builtin copyright Printer 'copyright' sys copyright if sys platform[ 4] 'java' builtin credits Printer 'credits' ' Jythonismaintainedbythe Jythondevelopers www jython org ' else builtin credits Printer 'credits' ' Thanksto CWI CNRI Be Open com Zope Corporationandacastofthousands\nforsupporting Pythondevelopment Seewww python orgformoreinformation ' here os path dirname os file builtin license Printer 'license' ' Seehttp //www python org/% 3s/license html' % sys version ['LICENSE txt' 'LICENSE'] [os path join here os pardir here os curdir],When did the code set copyright and credits ?,in _ _ builtin _ _,"When did the code set copyright and credits?
2011",1,1,1,1
q1390,codeqa,Where,def oauth 2 decorator from clientsecrets filename scope message None return O Auth 2 Decorator From Client Secrets filename scope message,Where did an oauth2decorator populate ?,from a clientsecrets file,None,1,1,1,1
q1391,codeqa,When,def unregister auth backend backend cls warn u'reviewboard accounts backends unregister auth backend isdeprecated Usereviewboard accounts backends auth backends unregister instead ' Deprecation Warning auth backends unregister backend cls,When did authentication backend register ?,previously,None,1,1,1,1
q1395,codeqa,When,"def init opts if 'host' not in opts['proxy'] log critical "" No'host'keyfoundinpillarforthisproxy "" return Falseif 'username' not in opts['proxy'] log critical "" No'username'keyfoundinpillarforthisproxy "" return Falseif 'passwords' not in opts['proxy'] log critical "" No'passwords'keyfoundinpillarforthisproxy "" return Falsehost opts['proxy']['host']try username password find credentials host except Salt System Exit as err log critical ' Error {0 }' format err return False DETAILS['host'] host DETAILS['username'] username DETAILS['password'] password DETAILS['protocol'] opts['proxy'] get 'protocol' 'https' DETAILS['port'] opts['proxy'] get 'port' '443 '",When did this function call ?,when the proxy starts up,2023,1,1,1,1
q1399,codeqa,For what purpose,def action finish context values return IMPL action finish context values,For what purpose does the code finish an action ?,for an instance,action,1,1,1,1
q1403,codeqa,Where,def odnoklassniki oauth sig data client secret suffix md 5 '{ 0 s}{ 1 s}' format data['access token'] client secret encode 'utf- 8 ' hexdigest check list sorted ['{ 0 s} {1 s}' format key value for key value in data items if key 'access token' ] return md 5 '' join check list + suffix encode 'utf- 8 ' hexdigest,Where is algorithm described ?,at URL,Hash,1,1,1,1
q1408,codeqa,How,def parallel beta diversity process run results f f for line in f fields line strip split ' DCTB ' dm components fields[ -1 ]output fp fields[ -1 ]dm assemble distance matrix map open dm components output f open output fp 'w' output f write dm output f close return True,How do of a distance matrix assemble from component vectors ?,re,assembles,1,1,1,1
q1409,codeqa,For what purpose,def pull raw url name verify False return pull image 'raw' url name verify verify,For what purpose does the code execute a machinectl pull - raw ?,to download a,pull,1,1,1,1
q1411,codeqa,How,"def run setup script name script args None stop after 'run' if stop after not in 'init' 'config' 'commandline' 'run' raise Value Error ""invalidvaluefor'stop after' %r"" % stop after global setup stop after setup distribution setup stop after stop aftersave argv sys argvg {' file ' script name}l {}try try sys argv[ 0 ] script nameif script args is not None sys argv[ 1 ] script argswith open script name 'rb' as f exec f read in g lfinally sys argv save argv setup stop after Noneexcept System Exit passexcept raiseif setup distribution is None raise Runtime Error ""'distutils core setup 'wasnevercalled--perhaps'%s'isnota Distutilssetupscript?"" % script name return setup distribution",By how much did environment control ?,somewhat,None,1,1,1,1
q1418,codeqa,How,def flavor get by name context name return IMPL flavor get by name context name,How does the code get instance type ?,by name,None,1,1,1,1
q1422,codeqa,Where,"def open in browser response openfunc webbrowser open if not isinstance response Html Response raise Type Error ' Unsupportedresponsetype %s' % response class name body response bodyif '<base' not in body body body replace '<head>' '<head><basehref ""%s"">' % response url fd fname tempfile mkstemp ' html' os write fd body os close fd return openfunc 'file //%s' % fname",Where does the code open the given response ?,in a local web browser,file,1,1,1,1
q1425,codeqa,When,@abortsdef test require key exists empty list require 'hosts',When is the value an empty list ?,when given a single existing key,None,1,1,1,1
q1426,codeqa,How,def stroke and fill colors color border if not isinstance color colors Color raise Value Error ' Invalidcolor%r' % color if color colors white and border is None strokecolor colors blackelif border is None strokecolor colorelif border if not isinstance border colors Color raise Value Error ' Invalidbordercolor%r' % border strokecolor borderelse strokecolor Nonereturn strokecolor color,How do border handle ?,helper function,None,1,1,1,1
